1515985200000,13462.97970752,13462.97970752,13380.0,13380.0,95348.5596967
1515985500000,13380.0,13381.00244552,13319.99999997,13369.00318575,125086.62391337
1515985800000,13369.00318547,13375.0,13304.02596262,13375.0,600155.2980039
1515986100000,13375.0,13388.08405733,13361.69362809,13388.0840573,28330.1249695
1515986400000,13388.08405733,13415.99999999,13388.08405733,13388.08405751,38597.52183377
1515986700000,13412.00317765,13412.00317765,13369.00068599,13369.00068599,84204.72354418
1515987000000,13395.00068589,13395.00068589,13359.5081181,13375.00318621,28879.2265784
1515987300000,13390.58201942,13390.5820195,13364.00950882,13390.5820195,47503.88079591
1515987600000,13390.0,13443.56801457,13390.0,13436.68923215,89898.72123344
1515987900000,13436.68923197,13474.09876518,13408.00950682,13473.5,21106.06707693
1515988200000,13444.74170458,13528.0,13444.74170458,13524.00950616,48344.04211969
1515988500000,13527.99999993,13527.99999993,13444.74170353,13469.2494199,89660.47123529
1515988800000,13469.24941984,13500.38108422,13444.74170356,13500.38108422,87355.45143933
1515989100000,13510.8982266,13547.12313842,13501.38108532,13547.1231374,28206.74004052
1515989400000,13547.12313737,13570.0,13509.24147712,13547.12313926,353480.00461406
1515989700000,13568.47215777,13568.47215777,13517.24147894,13517.24161484,68252.33414074
1515990000000,13544.99999844,13544.99999859,13517.24161489,13538.24147654,23293.21896811
1515990300000,13528.0000003,13528.0000003,13463.96514718,13500.00318587,74160.18328856
1515990600000,13499.99999975,13520.0,13463.96514718,13510.00000028,44926.43478023
1515990900000,13510.00000028,13570.0,13510.00000028,13570.0,141168.01602521
1515991200000,13572.9360422,13615.86927122,13559.63351152,13579.875176,152070.79387687
1515991500000,13579.875176,13615.0,13579.875176,13615.0,72415.49557171
1515991800000,13615.0,13618.26202793,13600.70117223,13600.70117223,38382.24603764
1515992100000,13600.70117223,13611.7011711,13579.87517604,13603.90929304,72641.87106335
1515992400000,13603.90929301,13603.90929301,13584.0,13599.70117223,25130.13702489
1515992700000,13599.99999931,13599.99999931,13584.00000001,13584.00000009,27731.87134983
1515993000000,13585.0000001,13599.69999961,13585.0000001,13586.00000008,9778.55511603
1515993300000,13586.00000008,13586.00000008,13517.47925108,13519.75452753,176710.24573724
1515993600000,13514.18437116,13553.54023337,13506.99,13510.00001594,83268.61894337
1515993900000,13510.00001585,13527.14822497,13510.00001585,13512.00001603,109187.96998334
1515994200000,13520.77958806,13520.77958808,13472.08374875,13512.00001605,100530.13536006
1515994500000,13512.00001605,13540.90216799,13501.0,13540.90216799,156897.95259623
1515994800000,13539.94814637,13619.99999997,13539.94814637,13569.7775005,118424.37824878
1515995100000,13540.81365545,13613.36288791,13540.81365545,13585.44099013,49802.13701687
1515995400000,13573.0,13585.44099,13525.00000095,13581.82124987,46922.71917644
1515995700000,13575.86135646,13584.44099,13544.79286879,13579.99999987,48245.77070816
1515996000000,13579.99999981,13678.78499987,13551.01438995,13658.00000019,85533.52405784
1515996300000,13658.0000003,13668.66265228,13630.68400034,13642.52614444,268288.69636558
1515996600000,13658.20669322,13660.0,13640.0000004,13658.85528147,139676.62202852
1515996900000,13660.0,13706.21267006,13660.0,13700.0,68435.52041998
1515997200000,13690.54018963,13741.0,13690.54018963,13741.0,156185.18391098
1515997500000,13736.77910001,13772.00000275,13718.52591719,13767.71348054,321485.87880182
1515997800000,13767.71347992,13795.9999999,13751.60495827,13783.21,126294.53028601
1515998100000,13795.9999999,13795.9999999,13709.01827338,13709.01827458,170443.34556705
1515998400000,13730.0,13749.86596613,13687.05540812,13715.01000028,78866.41513198
1515998700000,13715.01000034,13755.88693805,13715.00000078,13755.88693805,43806.25331862
1515999000000,13755.88693843,13770.67814701,13715.88693866,13727.01000189,153494.15594247
1515999300000,13737.92703899,13760.31242565,13715.00000012,13721.3576362,95807.06603791
1515999600000,13721.35763629,13760.0,13718.52591702,13724.0000006,36392.36691318
1515999900000,13739.32984633,13758.95884949,13724.0,13728.67454987,132448.89506888
1516000200000,13724.0,13726.59937738,13692.07026804,13712.40000003,17884.40662472
